"Zupid","sku","ProductName","ProductPrice","CurrencySymbolOfPrice","ValidFromDate","ProductShortDescription","MerchantProductCategory","ZanoxCategoryIds","ImageSmallURL","ImageMediumURL","ProductManufacturerBrand","ZanoxProductLink","DeliveryTime","TermsOfContract","ISBN","ShippingAndHandling","ShippingAndHandlingCost"
"cfada88f755257352e55d374d1d824d9","0000000092887","Melitta BellaCrema Espresso ganze Bohnen","11.49","EUR",,"Kaffee ganze Bohnen. Aus 100% Arabica Bohnen.","Kaffee / Feinkost / Bohnen & gemahlen / Melitta Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/bcepfront_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/bcepfront_300_p1.jpg","Melitta","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[pfa4a0d0ad9b7a363.17446238]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"797c3153821d2c5c6f267b2899d3576d","0000000099338","Concha y Toro Sendero Cabernet Sauvignon","5.49","EUR",,"Rotwein - Chile. Goldmedaille Mundus Vini in 2011.","Weinkeller / Rotwein / Chile Rotwein",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/sendero_cab_sauv_250_500_z1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/sendero_cab_sauv_250_500_z1.jpg","Concha y Toro","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[isu4e2ecb6a46f8c2.10513525]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"38f474264a4f4df9b780a03640296650","0000000101705","EDEKA Pistazien geröstet und gesalzen","2.29","EUR",,"","",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/pistazien_neu_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/pistazien_neu_300_p1.jpg","EDEKA","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[fQfGPGQl1UhnduiGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"e825ae02e95ccbfd82134717b45fb683","0000000102265","Mövenpick Espresso Ganze Bohnen","13.99","EUR",,"Kaffee ganze Bohnen. Der temperamentvolle Kaffee von Mövenpick für einen perfekten Espresso.","Kaffee / Feinkost / Bohnen & gemahlen / Mövenpick Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/f7c4c61f5d40244b90c08d0092ebb35f-4006581506272.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/f7c4c61f5d40244b90c08d0092ebb35f-4006581506272.jpg","Mövenpick","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[xmGW4aNBCMhnduiGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"e7d29edfa597e11b1817d30ea5930040","0000000102654","Dallmayr Kaffee Prodomo gemahlen","5.99","EUR",,"Veredelter schonender Spitzenkaffee,, vacuum verpackt","Kaffee / Feinkost / Bohnen & gemahlen / Dallmayr Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/2a31dc3bcb857301addbdf3fb2e0812a-4008167103714.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/2a31dc3bcb857301addbdf3fb2e0812a-4008167103714.jpg","Dallmayr","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[VwXLS9S1ox0t2JmGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"09753b765e02b42c8a0b33125039f42c","0000000102678","Dallmayr Kaffee Entkoffeiniert gemahlen","5.99","EUR",,"Spezial vereldet mit vollem Aroma, vacuumverpackt","Kaffee / Feinkost / Bohnen & gemahlen / Dallmayr Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/2a31dc3bcb857301addbdf3fb2e0812a-4008167113713_E_iq.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/2a31dc3bcb857301addbdf3fb2e0812a-4008167113713_E_iq.jpg","Dallmayr","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[u8ez4Qb2ox0t2JmGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"d19901c9c46f84d17c8f2fa8fb0ec79a","0000000102692","Dallmayr Kaffee Prodomo ganze Bohne","5.99","EUR",,"Veredelter schnonender Spitzenkaffee","Kaffee / Feinkost / Bohnen & gemahlen / Dallmayr Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/JITRGr2Bn1BW6GkGWBzBEd-30.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/JITRGr2Bn1BW6GkGWBzBEd-30.jpg","Dallmayr","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[tReFpIN2ox0t2JmGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"6028b12386345933d1c32b8600e3e849","0000000103503","Mövenpick Kaffee - Der Himmlische gemahlen","5.79","EUR",,"Kaffee gemahlen. Der grosse Klassiker von Mövenpick aus 100% Arabica widerspiegelt die perfekte Harmonie in Geschmack und Aromafülle.","Kaffee / Feinkost / Bohnen & gemahlen / Mövenpick Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/f7c4c61f5d40244b90c08d0092ebb35f-4006581001777.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/f7c4c61f5d40244b90c08d0092ebb35f-4006581001777.jpg","Mövenpick","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[VWiWNqIfox0t2JmGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"9538d31b9453327e472622bfa692ac94","0000000103510","Mövenpick Kaffee - Der Himmlische gemahlen entkoffeiniert","5.79","EUR",,"Kaffee gemahlen. Der grosse Klassiker von Mövenpick aus 100% Arabica widerspiegelt die perfekte Harmonie in Geschmack und Aromafülle.","Kaffee / Feinkost / Bohnen & gemahlen / Mövenpick Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/f7c4c61f5d40244b90c08d0092ebb35f-4006581001722.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/f7c4c61f5d40244b90c08d0092ebb35f-4006581001722.jpg","Mövenpick","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[SIKyTg1gox0t2JmGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"38d90690be334d7628ca24e9f9962228","0000000103558","Schweitzers Schüümli Helle Röstung Bohnen","5.79","EUR",,"Kaffee ganze Bohnen. Für alle gängigen Kaffeeautomaten und Kaffeemühlen geeignet. UTZ zertifiziert.","Kaffee / Feinkost / Bohnen & gemahlen / Schweitzers Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/schweitzers_helle_roestung_bohnen_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/schweitzers_helle_roestung_bohnen_300_p1.jpg","Schweitzers","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[1QkpqWEX2BzhKolGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"1a7805f0f789721fb1faf8eb5a801e46","0000000103565","Schweitzers Schüümli Helle Röstung gem.","5.79","EUR",,"Kaffee gemahlen. Für alle gängigen Kaffeeautomatenund Kaffeemaschinen geeignet. UTZ zertifiziert.","Kaffee / Feinkost / Bohnen & gemahlen / Schweitzers Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/schweitzers_helle_roestung_gemahlen_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/schweitzers_helle_roestung_gemahlen_300_p1.jpg","Schweitzers","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[vNXgmCVX2BzhKolGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"0593c3c36f19d9c6c9737c73770b89be","0000000103572","Schweitzers Schüümli Dunkle Röstung Bohnen","5.79","EUR",,"Kaffee ganze Bohnen. Für alle gängigen Kaffeeautomaten und Kaffeemühlen geeignet. UTZ zertifiziert.","Kaffee / Feinkost / Bohnen & gemahlen / Schweitzers Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/schweitzers_dunkle_roestung_bohnen_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/schweitzers_dunkle_roestung_bohnen_300_p1.jpg","Schweitzers","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[C1FuHccY2BzhKolGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"b4b434550e3563f12d7cbe0c1a3ebe45","0000000103589","Schweitzers Schüümli Dunkle Röstung gem.","5.79","EUR",,"Kaffee gemahlen. Für alle gängigen Kaffeeautomaten und Kaffeemasachinen geeignet.UTZ zertifiziert.","Kaffee / Feinkost / Bohnen & gemahlen / Schweitzers Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/schweitzers_dunkle_roestung_gemahlen_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/schweitzers_dunkle_roestung_gemahlen_300_p1.jpg","Schweitzers","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[hsrL6CtY2BzhKolGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"a15e5a5fef58cba98546dddbc51ab7d7","0000000103596","Mövenpick Kaffee - Der Himmlische ganze Bohnen","5.79","EUR",,"Kaffee ganze Bohnen. Der grosse Klassiker von Mövenpick aus 100% Arabica widerspiegelt die perfekte Harmonie in Geschmack und Aromafülle.","Kaffee / Feinkost / Bohnen & gemahlen / Mövenpick Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/f7c4c61f5d40244b90c08d0092ebb35f-4006581001753.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/f7c4c61f5d40244b90c08d0092ebb35f-4006581001753.jpg","Mövenpick","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[rVnGBGSAFzamXKhGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"7c7f7149d795ee2e57ac8af77fd30df1","0000000103855","Jacobs Carismo Caffe Crema Classico ganze Bohne","12.99","EUR",,"Kaffe ganze Bohnen. Ideal für Kaffee-Vollautomaten","Kaffee / Feinkost / Bohnen & gemahlen / Jacobs Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/jacobs_carismoclassic_500_schmal.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/jacobs_carismoclassic_500_schmal.jpg","Jacobs","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[VCftON6zOganjwhGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"6e2b7287e872097140d7ba68c271d1c0","0000000104247","Lavazza Espresso gemahlen","4.89","EUR",,"Kaffee gemahlen, aus 100% Arabica Bohnen","Kaffee / Feinkost / Bohnen & gemahlen / Lavazza Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/be6f024b80c06e593b31f7f55b3986c4-8000070012875_E_iq.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/be6f024b80c06e593b31f7f55b3986c4-8000070012875_E_iq.jpg","Lavazza","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[2plhd4urox0t2JmGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"6989199192bce434d50632b939a9079c","0000000104278","Lavazza Crema e Aroma ganze Bohnen","16.49","EUR",,"Kaffee ganze Bohnen. Premium-Mischung für italienischen Geschmack in der Tasse","Kaffee / Feinkost / Bohnen & gemahlen / Lavazza Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/lavazzacremaearoma3_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/lavazzacremaearoma3_p1.jpg","Lavazza","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[mGWG5q1M0TGrP8xJmn8b78-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"e262e7da3dd66d1aed955055078a65d9","0000000104476","Dallmayr Kaffee Prodomo naturmild","5.99","EUR",,"","Kaffee / Feinkost / Bohnen & gemahlen / Dallmayr Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/-4008167103905.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/-4008167103905.jpg","Dallmayr","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[c284d997e306c3a67.00554645]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"ed479580142d93274d7c8e6f9b6cdb36","0000000105202","Segafredo Zanetti Intermezzo Kaffee ganze Bohne","7.89","EUR",,"Kaffee ganze Bohnen. Der 12-Zylinder unter den italienischen Espressi: kompromisslos kräftig, voll im Aroma, rassig im Geschmack mit einer feinen, samtigen crema.","Kaffee / Feinkost / Bohnen & gemahlen / Segafredo Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/intermezzo500g_500_z1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/intermezzo500g_500_z1.jpg","Segafredo Zanetti","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[M8cqIqYMox0t2JmGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"707a14829696c88b5e35f20db5b92ac3","0000000105219","Segafredo Zanetti Espresso gemahlen Dose","5.29","EUR",,"Kaffee gemahlen. Am Anfang war il vero espresso italiano. Mit ihm begann der Siegeszug italienischer Espresso-Kultur in Europa.","Kaffee / Feinkost / Bohnen & gemahlen / Segafredo Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/espresso250gdose_500_z1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/espresso250gdose_500_z1.jpg","Segafredo Zanetti","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[Ic289BgNox0t2JmGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"e59ab470cec9ff434667eeb4e971f3d6","0000000105387","Meßmer Assam Ceylon Mischung N10 lose","6.79","EUR",,"kräftig und aromatisch","Kaffee / Feinkost / Feinkost / Tee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/assamceylonnr.10_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/assamceylonnr.10_p1.jpg","Meßmer","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[7tlEc29Oox0t2JmGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"ec82edb7d287ae65e18d4bfef8df6965","0000000105530","Schweitzers Schüümli naturmild gem.","5.79","EUR",,"Kaffee gemahlen. Diese milde Kaffeemischung aus 100 % Arabica-Bohnen der traditionsreichsten Kaffeegebiet der Welt garantiert einen köstlich vollendeten Kaffeegenuss. UTZ zertifiziert.","Kaffee / Feinkost / Bohnen & gemahlen / Schweitzers Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/schweitzers_naturmild_gemahlen_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/schweitzers_naturmild_gemahlen_300_p1.jpg","Schweitzers","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[PqdLIYn1AhanjwhGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"156df4117a716bd5ef929e2458ba092b","0000000105547","Schweitzers Schüümli naturmild Bohnen","5.79","EUR",,"Kaffee ganze Bohnen. Diese Mischung enthält ausschliesslich erlesene Arabica-Kaffees aus dem Hochland der besten Anbaugebiete in Zentral- und Südamerika sowie Indien/Indonesien. UTZ zertifiziert.","Kaffee / Feinkost / Bohnen & gemahlen / Schweitzers Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/schweitzers_naturmild_bohnen_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/schweitzers_naturmild_bohnen_300_p1.jpg","Schweitzers","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[mMZBcvE1AhanjwhGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"3253a215b766f4cb119993d5dffdf9a5","0000000105684","Concha y Toro Sendero Merlot Rotwein","5.49","EUR",,"Rotwein - Chile.","Weinkeller / Rotwein / Chile Rotwein",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/sendero_merlot_250_500_z1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/sendero_merlot_250_500_z1.jpg","Concha y Toro","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[8v94e2814b1262b39.00010135]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"3fa10688126ccc3367e8f7acb9ba3954","0000000106786","GEPA Fairtrade Café Camino gemahlen","4.29","EUR",,"aromatisch mild - reiner Arabica Hochlandkaffee aus Lateinamerika und Afrika langzeitgeröstet","Kaffee / Feinkost / Bohnen & gemahlen / GEPA-Fairtrade Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/camino.png","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/camino.png","GEPA","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[460624f823593e76cab937245dcc2c21]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"a5290797205ad8fd04fd97d095852d29","0000000106847","GEPA Fairtrade Bio Cafe Organico ganze Bohnen","4.59","EUR",,"Kaffee ganze Bohnen. Naturmild","Kaffee / Feinkost / Bohnen & gemahlen / GEPA-Fairtrade Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/5ooQZQmTAYB0MwAJmn8b78-30.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/5ooQZQmTAYB0MwAJmn8b78-30.jpg","GEPA","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[AvUvH8phbPorf1iGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"a37af3836a9f3c7023f498f758285bb6","0000000107147","Finca de la Vega Solariego Tempranillo Reserva","7.49","EUR",,"Rotwein - Spanien - Rioja DOC. Dieser spanischer Rotwein stammt aus dem besten Terroir der berühmten Rioja und wird nach der traditionellen Methode angebaut.","Rotwein / Spanien Rotwein / Finca de la Vega",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/reserva_solariego_z1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/reserva_solariego_z1.jpg","Finca de la Vega","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[cdi4acc847732ed24.80167498]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"706826269ac81fb488517db4c36091f0","0000000107253","Zonin Merlot Classico DOC","4.99","EUR",,"Rotwein - Italien - Friual.","Weinkeller / Rotwein / Italien Rotwein",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/zoninclassicimerlotdocfriuliaquileia.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/zoninclassicimerlotdocfriuliaquileia.jpg","Zonin","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[c284d997ea1c38a83.31986897]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"e1fb12fdbd3bfed50d32c8a0f18363ee","0000000107406","Philippe de Noange Montagne Saint Emilion AC","6.49","EUR",,"Rotwein - Frankreich - Bordeaux - St. Emilion. Würziger, kraftvoller Bordeaux-Wein.","Weinkeller / Rotwein / Frankreich Rotwein",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/noangebordeaux500_z1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/noangebordeaux500_z1.jpg","Philippe de Noange","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[7e44af11f5e21e6a3.77833632]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"bfb33f1f293ff5e374f9bbd4f4b62925","0000000107659","Parliament Premium Vodka - Milch gereinigt","11.99","EUR",,"destilliert und abgefüllt in Russland. Die Vodka-Qualität hängt unmittelbar von seinem Reinheitsgrad ab.","Spirituosen / Klare Spirituosen / Vodka",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/556124d5c3783c3efe7cd5b57b07265e-4600958000761_iq.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/556124d5c3783c3efe7cd5b57b07265e-4600958000761_iq.jpg","Parliament","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[GN6mbnz4TQorf1iGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"a45dc0588b26b5040d6a5c3c8133c4f5","0000000108157","Lavazza Espresso Cremoso ganze Bohne","16.49","EUR",,"Kaffee ganze Bohnen. Aromatisch und ausgewogen. Bestehend aus 70% Robusta und 30% Arabica Bohnen.","Kaffee / Feinkost / Bohnen & gemahlen / Lavazza Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/lavazzaespressocremoso5_z1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/lavazzaespressocremoso5_z1.jpg","Lavazza","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[ex10xUyZ2BzhKolGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"116bbcb9a2c53bd79675299391213c19","0000000108447","Dimple 15 Jahre Blended Malt Whisky","24.99","EUR",,"Schottland. Über 35 ausgewählte Scotch-Sorten, die mindestens 15 Jahre im Fass heranreifen, werden für den unvergleichlichen Dimple-Blend miteinander vermählt.","Whisky / Alter / 11 - 20 Jahre",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/b48tocwuDu9tqbiGWBzBEd-30.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/b48tocwuDu9tqbiGWBzBEd-30.jpg","Dimple","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[TRVTARRuBu9tqbiGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"6a4261eabfffd458ee72bebaf8d7d6e3","0000000109426","Melitta BellaCrema Kaffee Speciale ganze Bohnen","12.49","EUR",,"Kaffee ganze Bohnen. Aus 100% Arabica Bohnen.","Kaffee / Feinkost / Bohnen & gemahlen / Melitta Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/bcspfront_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/bcspfront_300_p1.jpg","Melitta","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[pfa4a0d0ebb4045b4.77275038]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"737f79fefae8dba71e1d9221f3b35282","0000000109556","Lavazza Caffe Crema Classico ganze Bohne","14.49","EUR",,"Kaffee ganze Bohnen. Harmonisch und würzig","Kaffee / Feinkost / Bohnen & gemahlen / Lavazza Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/lavazzacaffeclassico5_z1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/lavazzacaffeclassico5_z1.jpg","Lavazza","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[gIJpZTq2Aru8rkjGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"0fbd49fa86aac3c836cc3a7379296b96","0000000109570","Concha y Toro Sendero Carmenere","5.49","EUR",,"Rotwein - Chile.","Weinkeller / Rotwein / Chile Rotwein",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/sendero_carmenere_250_500_z1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/sendero_carmenere_250_500_z1.jpg","Concha y Toro","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[isu4e2ecb88965309.21308103]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"a0c863f6c78ca578c5f31824e9fc4976","0000000111122","Golden Heart Bio-Basischer Kräutertee im Beutel","7.29","EUR",,"49 Kräuter-Kombination, aus kontrolliertem Bio-Anbau","Kaffee / Feinkost / Feinkost / Tee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/RJS8RbLHRBAoPvBJmn8b78-30.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/RJS8RbLHRBAoPvBJmn8b78-30.jpg","Golden Heart","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[7QQWPi8NRBAoPvBJmn8b78-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"c7c2836c68cff1781058226eeb6daca6","0000000131492","Zonin Francesco Sangiovese","5.49","EUR",,"Rotwein - Italien - Toskana","Weinkeller / Rotwein / Italien Rotwein",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/wein_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/wein_300_p1.jpg","Zonin","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[c284d997e9416fa62.60580583]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"5f455b274f84ed6ba2999d030a34f7f6","0000000138165","Freixenet Cava Sekt Legero alkoholfrei","5.99","EUR",,"Schaumwein ohne Alkohol - Spanien.","Champagner / Sekt / Sekt / Alkoholfreier Sekt",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/legeroalkoholfrei_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/legeroalkoholfrei_300_p1.jpg","Freixenet","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[scc4e09e6ee2dbec3.07423478]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"c1e9d043d500cea0035a0f4084594f54","0000000139106","GEPA Fairtrade Bio Café Sereno koffeinfrei gemahlen","5.29","EUR",,"mild, 100% purer Arabica.","Kaffee / Feinkost / Bohnen & gemahlen / GEPA-Fairtrade Kaffee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/sereno.png","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/sereno.png","GEPA","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[863a924900ecaa291529fce276b5ce9d]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
