"ArtNumber";"Title";"Description_Short";"DisplayPrice";"Img_url";"Deeplink1";"ProductCategoryID";"ProductCategoryName"
"3987.11";"Cecilia Zucca Barbera Piemonte DOC 2011, Bio Wein Rotwein";"Cecilia Zuccas sehr persönliche Barbera-Selektion für Delinat - überzeugend gut.";"9.50 EUR ";"http://www.delinat.com/flaschen/450h/3987.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3987.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3987.11&utm-campaign=affilinet-csv";35844388;"Wein > Rotwein > Italien > Piemonte"
"4008.11";"Clave del Secreto rosado Vinos Alicante DO 2011, Bio";"Wie ein Ferientag am Strand der spanischen Levante: Dieser Rosé versprüht Sonne, aber auch die erfrischende Brise vom Meer.";"7.60 EUR ";"http://www.delinat.com/flaschen/450h/4008.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/4008.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=4008.11&utm-campaign=affilinet-csv";35844443;"Wein > Rosé > Spanien > Alicante"
"4013.11";"Domaine Coulon Rosalie Corbières AOP 2011, Bio";"Rosé - ein Teil der Kultur Südfrankreichs. Der Coulon Rosalie verströmt Ferienstimmung. Auch bei Ihnen zu Hause!";"8.90 EUR ";"http://www.delinat.com/flaschen/450h/4013.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/4013.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=4013.11&utm-campaign=affilinet-csv";35844446;"Wein > Rosé > Frankreich > Languedoc > Corbières"
"4016.11";"Vega Nova rosado Navarra DO 2011, Bio";"Die Navarra hat eine beachtliche Rosétradition. Dieser wird das Weingut Quaderna Via mit dem sehr zugänglichen Vega Nova gerecht.";"7.60 EUR ";"http://www.delinat.com/flaschen/450h/4016.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/4016.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=4016.11&utm-campaign=affilinet-csv";35844447;"Wein > Rosé > Spanien > Navarra"
"4020.11";"Cerasa Montepulciano Cerasuolo DOC 2011, Bio";"Mit seinem frisch-fruchtigen Charme zählt dieser Rosé bei Delinat seit Jahren zu den beliebtesten seiner Art.";"8.90 EUR ";"http://www.delinat.com/flaschen/450h/4020.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/4020.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=4020.11&utm-campaign=affilinet-csv";35844449;"Wein > Rosé > Italien > Abruzzo"
"4036.11";"Regenbogen Rosé Deutscher Qualitätswein, Rheinhessen 2011, Bio";"Ein Regenbogen lieferte die Idee zu diesem filigranen, zart duftenden Rosé.";"7.30 EUR ";"http://www.delinat.com/flaschen/450h/4036.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/4036.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=4036.11&utm-campaign=affilinet-csv";35844451;"Wein > Rosé > Deutschland > Rheinhessen"
"4083.11";"La Tour des Vidaux Célestine Côtes de Provence AOP 2011, Bio";"Diesen feinfruchtigen Rosé haben Volker und seine Frau Marlena gemeinsam kreiert. Schon beim ersten Schluck Célestine (der Himmlische) fühlt man sich wie im siebten Himmel.";"9.90 EUR ";"http://www.delinat.com/flaschen/450h/4083.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/4083.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=4083.11&utm-campaign=affilinet-csv";35844453;"Wein > Rosé > Frankreich > Provence > Côtes de Provence"
"4135.11";"Villa Veredus rosé Pays d´Oc IGP 2011, Bio";"Ein knackig-frischer Rosé aus Trauben, die in der Brise des nahen Mittelmeers reiften.";"6.60 EUR ";"http://www.delinat.com/flaschen/450h/4135.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/4135.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=4135.11&utm-campaign=affilinet-csv";35844445;"Wein > Rosé > Frankreich > Languedoc"
"4361.11";"Rosato Frizzante La Casetta Rosato Frizzante Veronese IGT 2011, Bio";"Wenn das Veneto in voller Blütenpracht steht, ist es Zeit für den einzigartigen Rosato Frizzante. Den Fasolis gelingt es damit immer wieder, sommerliche Stimmung in die Flaschen zu zaubern.";"8.90 EUR ";"http://www.delinat.com/flaschen/450h/4361.08.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/4361.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=4361.11&utm-campaign=affilinet-csv";35844455;"Wein > Rosé > Italien > Veneto > Valpolicella"
"4421.11";"Duvivier Cuvée des Amis rosé Pays du Var IGP 2011, Bio";"Ein zauberhafter Rosé de Provence - fruchtbetont und spritzig-frisch!";"9.90 EUR ";"http://www.delinat.com/flaschen/450h/4421.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/4421.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=4421.11&utm-campaign=affilinet-csv";35844456;"Wein > Rosé > Frankreich > Provence > Var"
"4536.11";"La Fleur Gitane rosé Pays d´Oc IGP 2011, Bio";"Ein anmutiger Rosé aus dem Languedoc - der ideale Begleiter zur leichten Sommerküche oder zum Apero.";"7.60 EUR ";"http://www.delinat.com/flaschen/450h/4536.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/4536.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=4536.11&utm-campaign=affilinet-csv";35844457;"Wein > Rosé > Frankreich > Languedoc > Hérault"
"4573.11";"Albet i Noya Merlot rosat Penedès DO 2011, Bio";"Die Vielfalt an Merlotweinen ist riesig und über den ganzen Erdball verteilt. Ein reinsortiger Rosé aus Merlot ist allerdings selten - erst recht in in dieser Qualität.";"8.90 EUR ";"http://www.delinat.com/flaschen/450h/4573.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/4573.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=4573.11&utm-campaign=affilinet-csv";35844459;"Wein > Rosé > Spanien > Catalunya > Penedès"
"4586.11";"Albet i Noya Fenisi Penedès DO 2011, Bio";"Wenn es heiss wird, wünscht man einen leichten, frischen Rosé. Mit dem Fenisi von Albet i Noya geht dieser Wunsch in Erfüllung.";"8.50 EUR ";"http://www.delinat.com/flaschen/450h/4586.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/4586.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=4586.11&utm-campaign=affilinet-csv";35844459;"Wein > Rosé > Spanien > Catalunya > Penedès"
"4628.11";"Albet i Noya Syrah rosat Penedès DO 2011, Bio";"Reinsortige Rosados findet man wenige. Oft sind es Cuvées, die einem Rosé das besondere Etwas verleihen. Nicht so bei Albet i Noya. Sein reinsortiger Syrah rosat überzeugt ohne Verschnittpartner.";"8.90 EUR ";"http://www.delinat.com/flaschen/450h/4628.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/4628.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=4628.11&utm-campaign=affilinet-csv";35844459;"Wein > Rosé > Spanien > Catalunya > Penedès"
"4672.11";"El Molino rosado La Mancha DO 2011, Bio";"Tempranillo, die Königin der spanischen Rotweintrauben, macht hier auch als Rosé gekeltert eine ausgezeichnete Figur.";"5.30 EUR ";"http://www.delinat.com/flaschen/450h/4672.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/4672.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=4672.11&utm-campaign=affilinet-csv";35844460;"Wein > Rosé > Spanien > La Mancha"
"5022.11";"Domaine Coulon Terrasse du Riss Corbières AOP 2011, Bio Wein Weisswein";"Rousanne, die Rassige und Grenache Blanc, die Blumige: Zwei Sorten aus dem Corbières machen diesen aussergewöhnlichen Wurf aus Südfrankreich aus.";"8.90 EUR ";"http://www.delinat.com/flaschen/450h/5022.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5022.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5022.11&utm-campaign=affilinet-csv";35844464;"Wein > Weisswein > Frankreich > Languedoc > Corbières"
"5067.11";"Rasula Catarratto Sicilia IGT 2011, Bio Wein Weisswein";"Catarratto ist die wichtigste Weissweintraube Siziliens. Eine lokale Spezialität mit herb-würzigem Charakter.";"7.90 EUR ";"http://www.delinat.com/flaschen/450h/5067.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5067.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5067.11&utm-campaign=affilinet-csv";36008092;"Wein > Weisswein > Italien > Sicilia"
"5074.10";"Pieve Vecchia Soave Superiore DOC 2010, Bio Wein Weisswein";"Der mehrfach ausgezeichnete Spitzen-Soave der Fasolis ist ein exzellenter Essensbegleiter.";"13.90 EUR ";"http://www.delinat.com/flaschen/450h/5074.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5074.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5074.10&utm-campaign=affilinet-csv";35844467;"Wein > Weisswein > Italien > Veneto > Valpolicella"
"5091.11";"Punset Arneis Langhe DOC 2011, Bio Wein Weisswein";"Der Weissweinklassiker aus dem Piemont!";"14.50 EUR ";"http://www.delinat.com/flaschen/450h/5091.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5091.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5091.11&utm-campaign=affilinet-csv";35844468;"Wein > Weisswein > Italien > Piemonte"
"5112.11";"Castello di Tassarolo ´´S´´ Gavi DOCG 2011, Bio Wein Weisswein";"Ein neuer, trockener Weisswein aus dem Piemont. Dieser Gavi besticht durch Harmonie und Lebendigkeit.";"9.90 EUR ";"http://www.delinat.com/flaschen/450h/5112.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5112.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5112.11&utm-campaign=affilinet-csv";35844468;"Wein > Weisswein > Italien > Piemonte"
"5124.11";"Savian Lison Classico Lison Pramaggiore DOCG 2011, Bio Wein Weisswein";"Eine Entdeckung aus dem Umland von Venedig. Die würzigen Herbe macht diesen Lison (ehemals Tocai) zum perfekter Essensbegleiter.";"8.90 EUR ";"http://www.delinat.com/flaschen/450h/5124.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5124.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5124.11&utm-campaign=affilinet-csv";35844466;"Wein > Weisswein > Italien > Veneto"
"5126.11";"Fattoria La Rivolta Falanghina Taburno DOC 2011, Bio Wein Weisswein";"Ein weisser Neuling aus Kampanien - gekeltert aus einer edlen, süditalienischen Traubensorte.";"11.50 EUR ";"http://www.delinat.com/flaschen/450h/5126.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5126.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5126.11&utm-campaign=affilinet-csv";35960471;"Wein > Weisswein > Italien > Campania"
"5185.11";"Vegas Altas Selección blanca Ribera del Guadiana DO 2011, Bio Wein Weisswein";"«Niña bonita» - hübsches Mädchen - wird die Traubensorte Eva de los Santos im Volksmund genannt. Eine spanische Rarität, die auch im Glas gute Figur macht.";"6.95 EUR ";"http://www.delinat.com/flaschen/450h/5185.11.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5185.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5185.11&utm-campaign=affilinet-csv";35844470;"Wein > Weisswein > Spanien > Extremadura"
"5191.11";"Domaine Spiropoulos Potamos PGI Peloponnese 2011, Bio Wein Weisswein";"Griechischer Wein muss nicht harzig sein. Bestes Beispiel ist dieser fruchtig-lebendige Weisswein aus dem Herzen des Peloponnes.";"7.90 EUR ";"http://www.delinat.com/flaschen/450h/5191.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5191.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5191.11&utm-campaign=affilinet-csv";35844472;"Wein > Weisswein > Griechenland > Mantinia"
"5208.11";"Caruma branco Dão DOC 2011, Bio Wein Weisswein";"Portugals Weisse sind im Aufwind. Dank alteingesessenen Traubensorten und neuster Kellertechnik entstehen eigenständige Crus mit viel Charme wie diesere Weisse aus dem Dão-Gebiet.";"8.90 EUR ";"http://www.delinat.com/flaschen/450h/5208.11.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5208.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5208.11&utm-campaign=affilinet-csv";35994674;"Wein > Weisswein > Portugal > Dão"
"5216.11";"alr Vinho Verde Vinho Verde DOC 2011, Bio Wein Weisswein";"Nordportugal - grüne Vegetation, regenreich und hügelig. Hier entsteht dieser leichte Vinho Verde mit einem ausgesprochen eleganten, jugendlichen Körper. Einzigartig!";"9.50 EUR ";"http://www.delinat.com/flaschen/450h/5216.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5216.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5216.11&utm-campaign=affilinet-csv";35844474;"Wein > Weisswein > Portugal > Minho"
"5254.10";"Ökonomierat Rebholz Riesling Ganz Horn GG im Sonnenschein, Deutscher Qualitätswein, Pfalz 2010, Bio Wein Weisswein";"Individuell und kompromisloss aus biodynamischem Anbau - ein Riesling der Extraklasse!";"33.00 EUR ";"http://www.delinat.com/flaschen/450h/5254.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5254.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5254.10&utm-campaign=affilinet-csv";35844478;"Wein > Weisswein > Deutschland > Pfalz"
"5266.10";"Domaine de Beudon Fendant Valais AOC 2010, Bio Wein Weisswein";"Die Weinspezialität aus dem Wallis: ein vollmundiger und sonnenverwöhnter, herrlich gereifter Fendant";"14.90 EUR ";"http://www.delinat.com/flaschen/450h/5266.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5266.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5266.10&utm-campaign=affilinet-csv";35844480;"Wein > Weisswein > Schweiz > Valais"
"5293.10";"Sepp Moser Riesling Gebling 1. Lage ÖTW Kremstal DAC Reserve 2010, Bio Wein Weisswein";"Mineralität, konzentrierte Aromatik und brillante Säure zeichnen diesen Riesling mit grossem Lagerpotenzial aus.";"16.80 EUR ";"http://www.delinat.com/flaschen/450h/5293.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5293.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5293.10&utm-campaign=affilinet-csv";35844482;"Wein > Weisswein > Österreich > Kremstal"
"5301.10";"Sepp Moser Minimal Grüner Veltliner Schnabel, Weinland Österreich 2010, Bio Wein Weisswein";"Fülle, Kraft und Harmonie in Perfektion - ungeschönt, unfiltriert und fast ohne Schwefel.";"29.50 EUR ";"http://www.delinat.com/flaschen/450h/5301.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5301.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5301.10&utm-campaign=affilinet-csv";35844482;"Wein > Weisswein > Österreich > Kremstal"
"5330.11";"Weingut Pflüger Riesling Roterde Ungsteiner Herrenberg, Pfalz 2011, Bio Wein Weisswein";"Auf roter Kalksteinerde der Terrassenlage Ungsteiner Herrenberg reifen die vollaromatischen Trauben für diesen exklusiven Riesling aus der Pfalz.";"16.80 EUR ";"http://www.delinat.com/flaschen/450h/5330.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5330.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5330.11&utm-campaign=affilinet-csv";35844478;"Wein > Weisswein > Deutschland > Pfalz"
"5357.11";"Soave La Casetta Soave DOC 2011, Bio Wein Weisswein";"Der Weisswein zum Auftakt italienischer Gaumenfreuden: finessenreich und vielseitig.";"8.50 EUR ";"http://www.delinat.com/flaschen/450h/5357.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5357.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5357.11&utm-campaign=affilinet-csv";35844467;"Wein > Weisswein > Italien > Veneto > Valpolicella"
"5362.11";"Solaris Amabile Nussbaumer AOC 2011, Bio Wein Weisswein";"Solaris - die pilztolerante Reborte ergibt einen Wein mit herrlichem Blütenduft und lieblicher Restsüsse - ein köstliches Weinvergnügen.";"15.80 EUR ";"http://www.delinat.com/flaschen/450h/5362.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5362.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5362.11&utm-campaign=affilinet-csv";35844485;"Wein > Weisswein > Schweiz > Ostschweiz > Thurgau"
"5371.11";"Torelli San Gròd Moscato d´Asti DOCG 2011, Bio Wein Weisswein";"Wenig Alkohol - viel Aroma. Von diesem Moscato dAsti gönnt man sich gerne ein zweites Gläschen.";"8.90 EUR ";"http://www.delinat.com/flaschen/450h/5371.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5371.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5371.11&utm-campaign=affilinet-csv";35844486;"Wein > Weisswein > Italien > Piemonte > Asti"
"5411.11";"Weingut Pflüger Riesling von Jungreben Ungsteiner Herrenberg, Pfalz 2011, Bio Wein Weisswein";"Diesen Wein der Spitzenlage Ungsteiner Herrenberg hat Alex Pflüger exklusiv für Delinat vinifiziert: ein geschmeidiger Riesling und idealer Essensbegleiter.";"9.90 EUR ";"http://www.delinat.com/flaschen/450h/5411.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5411.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5411.11&utm-campaign=affilinet-csv";35844478;"Wein > Weisswein > Deutschland > Pfalz"
"5419.11";"Domaine La Capitaine Johanniter La Côte AOC, Bio Wein Weisswein";"Ein mehrfach ausgezeichneter Neuling im Rampenlicht der Weinszene - einer der besten Schweizer Bioweissweine!";"17.80 EUR ";"http://www.delinat.com/flaschen/450h/5419.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5419.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5419.11&utm-campaign=affilinet-csv";35844488;"Wein > Weisswein > Schweiz > Vaud > Vincy"
"5428.11";"Clos de la Capitaine Coteau de Vincy AOC 2011, Bio Wein Weisswein";"Ein süffiger, sortentypischer Chasselas von den sonnigen Hängen am Genfersee.";"9.90 EUR ";"http://www.delinat.com/flaschen/450h/5428.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5428.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5428.11&utm-campaign=affilinet-csv";35844488;"Wein > Weisswein > Schweiz > Vaud > Vincy"
"5430.10";"Domaine la Devinière, La Tourelle Satigny AOC 2010, Bio Wein Weisswein";"Ein leuchtender Vertreter einer Traubensorte mit bewegter Vergangenheit: Müller-Thurgau - eine Kreuzung aus Riesling x Madelaine Royale.";"10.50 EUR ";"http://www.delinat.com/flaschen/300w/5430.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5430.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5430.10&utm-campaign=affilinet-csv";35844490;"Wein > Weisswein > Schweiz > Genève > Satigny"
"5458.10";"Domaine Virgile Joly Saturne blanc Coteaux du Languedoc AC 2010, Bio Wein Weisswein";"Kleine Erträge, von Hand geerntet und streng sortiert - Virgile Jolys grosser Aufwand für diesen Weisswein wird mit komplexen Aromen, Frucht und Frische belohnt!";"10.90 EUR ";"http://www.delinat.com/flaschen/450h/5458.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5458.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5458.10&utm-campaign=affilinet-csv";35844491;"Wein > Weisswein > Frankreich > Languedoc > Coteaux du Languedoc"
"5460.11";"Domaine Wannaz Epesses Lavaux AOC 2011, Bio Wein Weisswein";"Ein unverfälschter Epesses aus den besten Genfersee-Lagen des Lavaux.";"13.90 EUR ";"http://www.delinat.com/flaschen/300w/5460.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5460.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5460.11&utm-campaign=affilinet-csv";35844492;"Wein > Weisswein > Schweiz > Vaud > Lavaux"
"5521.11";"Rio Galia Vendimia Seleccionada Vino Tierra de Castilla León 2011, Bio Wein Weisswein";"Eine knackig-frische weisse Cuvée aus der aufstrebenden Sorte Verdejo und der ebenfalls regionstypischen Viura.";"7.90 EUR ";"http://www.delinat.com/flaschen/450h/5521.11.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5521.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5521.11&utm-campaign=affilinet-csv";35844497;"Wein > Weisswein > Spanien > Castilla y León"
"5532.11";"Timo Dienhart Riesling vom Schiefer Qualitätswein Mosel 2011, Bio Wein Weisswein";"Steillage, reine Schieferböden und von Hand gepflegte Rebstöcke - ein traumhafter Riesling!";"10.50 EUR ";"http://www.delinat.com/flaschen/450h/5532.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5532.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5532.11&utm-campaign=affilinet-csv";35844493;"Wein > Weisswein > Deutschland > Mosel-Saar-Ruwer"
"5540.11";"bee Honigberg Kreutzlay Riesling trocken Qualitätswein Mosel 2011, Bio Wein Weisswein";"Ein trockener Riesling in Reinkultur von der Römerkelter-Toplage Honigberg.";"16.80 EUR ";"http://www.delinat.com/flaschen/450h/5540.11.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5540.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5540.11&utm-campaign=affilinet-csv";35844493;"Wein > Weisswein > Deutschland > Mosel-Saar-Ruwer"
"5699.11";"Albet i Noya Rión Penedès DO 2011, Bio Wein Weisswein";"Eine alte Rebsorte neu entdeckt! Eine Rarität aus dem Hause Albet i Noya in beschränkter Menge.";"9.90 EUR ";"http://www.delinat.com/flaschen/450h/5699.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5699.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5699.11&utm-campaign=affilinet-csv";35844495;"Wein > Weisswein > Spanien > Catalunya > Penedès"
"5712.11";"Weingut Pflüger Riesling Dürkheimer Spielberg Deutscher Qualitätswein, Pfalz 2011, Bio Wein Weisswein";"Sandsteinmauern umfassen schützend die 30-jährigen Reben des Dürkheimer Spielbergs am östlichen Fusse des Haardtgebirges. Ein ideales Terroir für dichte und saftige Rieslinge.";"10.50 EUR ";"http://www.delinat.com/flaschen/450h/5712.11.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5712.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5712.11&utm-campaign=affilinet-csv";35844478;"Wein > Weisswein > Deutschland > Pfalz"
"5745.11";"Domaine Eugène Meyer Riesling Alsace AC 2011, Bio Wein Weisswein";"Ein Parade-Riesling aus dem Elsass mit feinfruchtiger, komplexer Aromatik.";"11.50 EUR ";"http://www.delinat.com/flaschen/450h/5745.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/5745.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=5745.11&utm-campaign=affilinet-csv";35844522;"Wein > Weisswein > Frankreich > Alsace"
"6046.12";"Domaine Achard-Vincent Brut Crémant de Die AC, Bio Wein Schaumwein";"Dieser Crémant aus drei Grundweinen des Jahrgangs 2008 reifte während über 3 Jahren in der Flasche. Das entspricht der Ausbauzeit eines edlen Jahrgangs-Champagners.";"16.80 EUR ";"http://www.delinat.com/flaschen/450h/6046.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/6046.12.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=6046.12&utm-campaign=affilinet-csv";35844506;"Schaumwein > Schaumwein > Frankreich > Rhône > Die"
"6094.12";"Prosecco Prosecco DOC 2011, Bio Wein Weisswein";"Sanft perlend und angenehm trinkig: Der Fasoli-Prosecco bleibt ein sicherer Wert.";"9.50 EUR ";"http://www.delinat.com/flaschen/450h/6094.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/6094.12.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=6094.12&utm-campaign=affilinet-csv";35844467;"Wein > Weisswein > Italien > Veneto > Valpolicella"
